"Supplementary Table 1: Journal articles included in the data set, showing numbers of compounds and assays extracted from each and ChEMBL document identifiers."						
						
Source	Number compounds	Number assays	Number activities	Protocol 1	Protocol 2	ChEMBL document identifier
"J Agric Food Chem (2011), 59(7), 2943-2949 (PMID:21043520)"	18	7	30	Manual data extraction	Data standardisation and curation	CHEMBL3046491
"J Agric Food Chem (2008), 56(21), 10176-10182 (PMID:18937487)"	27	17	239	Manual data extraction	Data standardisation and curation	CHEMBL3046492
"Med Chem Res (2004), 13(3), 170-189 (DOI:10.1007/s00044-004-0023-9)"	25	2	50	Manual data extraction	Data standardisation and curation	CHEMBL3046493
"Med Chem Res (2013), 22(7), 3270-3281 (DOI:10.1007/s00044-012-0359-5)"	5	25	59	Manual data extraction	Data standardisation and curation	CHEMBL3046494
"Med Chem Res (2004), 13(8), 677-686 (DOI:10.1007/s00044-004-0110-y)"	23	1	23	Manual data extraction	Data standardisation and curation	CHEMBL3046495
"Biosci. Biotechnol. Biochem. (1993), 57(11), 1913-1915 (DOI:10.1271/bbb.57.1913)"	7	11	51	Manual data extraction	Data standardisation and curation	CHEMBL3046496
"Med Chem Res (2013), 22(7), 3364-3371 (DOI:10.1007/s00044-012-0351-0)"	13	4	32	Manual data extraction	Data standardisation and curation	CHEMBL3046497
"Crop Protection (2013), 43(), 246-250 (DOI:10.1016/j.cropro.2012.10.016)"	2	80	86	Manual data extraction	Data standardisation and curation	CHEMBL3046498
"Biosci. Biotechnol. Biochem. (2000), 64(3), 610-612 (PMID:10803964)"	13	3	27	Manual data extraction	Data standardisation and curation	CHEMBL3046499
"J Agric Food Chem (2011), 59(11), 6004-6010 (PMID:21545185)"	4	3	12	Manual data extraction	Data standardisation and curation	CHEMBL3046500
"Med Chem Res (2013), 22(11), 5349-5355 (DOI:10.1007/s00044-013-0531-6)"	11	22	68	Manual data extraction	Data standardisation and curation	CHEMBL3046501
"Med Chem Res (2012), 21(12), 4108-4119 (DOI:10.1007/s00044-011-9952-2)"	38	8	263	Manual data extraction	Data standardisation and curation	CHEMBL3046502
"Med Chem Res (2009), 18(8), 665-670 (DOI:10.1007/s00044-008-9158-4)"	17	3	32	Manual data extraction	Data standardisation and curation	CHEMBL3046503
"J Agric Food Chem (2009), 57(18), 8303-8307 (PMID:19711891)"	10	10	71	Manual data extraction	Data standardisation and curation	CHEMBL3046504
"Med Chem Res (2012), 21(10), 3021-3034 (DOI:10.1007/s00044-011-9837-4)"	26	1	26	Manual data extraction	Data standardisation and curation	CHEMBL3046505
"J Pesticide Sci (2006), 31(2), 85-94 (DOI:10.1584/jpestics.31.85)"	46	6	270	Manual data extraction	Data standardisation and curation	CHEMBL3046506
"J Agric Food Chem (2008), 56(15), 6567-6572 (PMID:18605735)"	29	24	350	Manual data extraction	Data standardisation and curation	CHEMBL3046507
"Lett Appl Microbiol (2009), 48(6), 705-711 (PMID:19413806)"	6	13	16	Manual data extraction	Data standardisation and curation	CHEMBL3046508
"J Agric Food Chem (2009), 57(8), 3261-3265 (PMID:19368353)"	36	3	108	Manual data extraction	Data standardisation and curation	CHEMBL3046509
"Biosci. Biotechnol. Biochem. (1999), 63(3), 494-499 (DOI:10.1271/bbb.63.494)"	17	12	106	Manual data extraction	Data standardisation and curation	CHEMBL3046510
"J Pesticide Sci (2002), 27(2), 127-132 (DOI:10.1584/jpestics.27.127)"	8	14	101	Manual data extraction	Data standardisation and curation	CHEMBL3046511
"J Pesticide Sci (2005), 30(4), 354-360 (DOI:10.1584/jpestics.30.354)"	22	31	67	Manual data extraction	Data standardisation and curation	CHEMBL3046512
"Med Chem Res (2013), 22(1), 253-266 (DOI:10.1007/s00044-012-0028-8)"	39	18	332	Manual data extraction	Data standardisation and curation	CHEMBL3046513
"Tetrahedron (1997), 53(30), 10289-10312 (DOI:10.1016/S0040-4020(97)00682-0)"	5	1	5	Manual data extraction	Data standardisation and curation	CHEMBL3046514
"Med Chem Res (2011), 20(9), 1438-1444 (DOI:10.1007/s00044-010-9376-4)"	9	14	63	Manual data extraction	Data standardisation and curation	CHEMBL3046515
"Crop Protection (2005), 24(8), 760-763 (DOI:10.1016/j.cropro.2005.01.009)"	6	8	48	Manual data extraction	Data standardisation and curation	CHEMBL3046516
"Med Chem Res (2010), 19(8), 757-770 (DOI:10.1007/s00044-009-9228-2)"	40	7	255	Manual data extraction	Data standardisation and curation	CHEMBL3046517
"J Pesticide Sci (1996), 21(2), 213-215 (DOI:10.1584/jpestics.21.213)"	5	11	15	Manual data extraction	Data standardisation and curation	CHEMBL3046518
"Med Chem Res (2012), 21(11), 3396-3405 (DOI:10.1007/s00044-011-9853-4)"	22	14	210	Manual data extraction	Data standardisation and curation	CHEMBL3046519
"Med Chem Res (2013), 22(5), 2486-2492 (DOI:10.1007/s00044-012-0243-3)"	11	8	66	Manual data extraction	Data standardisation and curation	CHEMBL3046520
"Med Chem Res (2011), 20(6), 695-704 (DOI:10.1007/s00044-010-9371-9)"	7	65	604	Manual data extraction	Data standardisation and curation	CHEMBL3046521
"Med Chem Res (2008), 17(2), 290-296 (DOI:10.1007/s00044-007-9064-1)"	20	1	20	Manual data extraction	Data standardisation and curation	CHEMBL3046522
"Med Chem Res (2010), 19(2), 186-192 (DOI:10.1007/s00044-009-9183-y)"	1	4	4	Manual data extraction	Data standardisation and curation	CHEMBL3046523
"Med Chem Res (2013), 22(4), 1597-1603 (DOI:10.1007/s00044-012-0147-2)"	9	4	27	Manual data extraction	Data standardisation and curation	CHEMBL3046524
"Med Chem Res (2013), 22(9), 4492-4504 (DOI:10.1007/s00044-012-0443-x)"	24	8	94	Manual data extraction	Data standardisation and curation	CHEMBL3046525
"Med Chem Res (2011), 20(7), 809-816 (DOI:10.1007/s00044-010-9391-5)"	9	12	30	Manual data extraction	Data standardisation and curation	CHEMBL3046526
"Med Chem Res (2008), 17(2), 189-198 (DOI:10.1007/s00044-007-9052-5)"	5	1	5	Manual data extraction	Data standardisation and curation	CHEMBL3046527
"Med Chem Res (2013), 22(4), 1762-1772 (DOI:10.1007/s00044-012-0177-9)"	22	2	22	Manual data extraction	Data standardisation and curation	CHEMBL3046528
"J Agric Food Chem (2008), 56(23), 11367-11375 (PMID:18998696)"	21	18	162	Manual data extraction	Data standardisation and curation	CHEMBL3046529
"Med Chem Res (2009), 18(3), 187-205 (DOI:10.1007/s00044-008-9119-y)"	13	7	84	Manual data extraction	Data standardisation and curation	CHEMBL3046530
"Med Chem Res (2012), 21(8), 1625-1632 (DOI:10.1007/s00044-011-9675-4)"	9	3	27	Manual data extraction	Data standardisation and curation	CHEMBL3046531
"Med Chem Res (2012), 21(6), 681-693 (DOI:10.1007/s00044-011-9572-x)"	34	1	34	Manual data extraction	Data standardisation and curation	CHEMBL3046532
"Med Chem Res (2013), 22(1), 57-69 (DOI:10.1007/s00044-012-0010-5)"	12	6	40	Manual data extraction	Data standardisation and curation	CHEMBL3046533
"Med Chem Res (2011), 20(9), 1530-1541 (DOI:10.1007/s00044-010-9406-2)"	20	1	40	Manual data extraction	Data standardisation and curation	CHEMBL3046534
"Crop Protection (2008), 27(7), 1047-1051 (DOI:10.1016/j.cropro.2007.11.020)"	2	4	7	Manual data extraction	Data standardisation and curation	CHEMBL3046535
"J Agric Food Chem (2008), 56(16), 7326-7332 (PMID:18620406)"	28	9	163	Manual data extraction	Data standardisation and curation	CHEMBL3046536
"Med Chem Res (2013), 22(3), 1438-1449 (DOI:10.1007/s00044-012-0143-6)"	14	9	126	Manual data extraction	Data standardisation and curation	CHEMBL3046537
"Bioorg. Med. Chem. Lett. (2000), 10(12), 1365-1368 (PMID:10890165)"	2	4	8	Manual data extraction	Data standardisation and curation	CHEMBL3046538
"Med Chem Res (2013), 22(9), 4505-4521 (DOI:10.1007/s00044-012-0455-6)"	37	1	37	Manual data extraction	Data standardisation and curation	CHEMBL3046539
"Med Chem Res (2013), 22(3), 1399-1414 (DOI:10.1007/s00044-012-0138-3)"	38	1	38	Manual data extraction	Data standardisation and curation	CHEMBL3046540
"Med Chem Res (2011), 20(8), 1340-1348 (DOI:10.1007/s00044-010-9463-6)"	23	8	87	Manual data extraction	Data standardisation and curation	CHEMBL3046541
"Med Chem Res (2011), 20(8), 1147-1153 (DOI:10.1007/s00044-010-9451-x)"	13	5	23	Manual data extraction	Data standardisation and curation	CHEMBL3046542
"J Agric Food Chem (2005), 53(14), 5549-5553 (PMID:15998112)"	5	5	25	Manual data extraction	Data standardisation and curation	CHEMBL3046543
"J Pesticide Sci (2001), 26(2), 143-148 (DOI:10.1584/jpestics.26.143)"	60	8	245	Manual data extraction	Data standardisation and curation	CHEMBL3046544
"Med Chem Res (2008), 17(8), 495-506 (DOI:10.1007/s00044-008-9093-4)"	28	4	106	Manual data extraction	Data standardisation and curation	CHEMBL3046545
"Med Chem Res (2011), 20(4), 401-407 (DOI:10.1007/s00044-010-9325-2)"	5	9	17	Manual data extraction	Data standardisation and curation	CHEMBL3046546
"Pest Manag Sci (2011), 67(8), 891-897 (PMID:21432985)"	4	6	18	Manual data extraction	Data standardisation and curation	CHEMBL3046547
"Pest Manag Sci (2009), 65(4), 358-366 (PMID:19170251)"	11	32	51	Manual data extraction	Data standardisation and curation	CHEMBL3046548
"Med Chem Res (2012), 21(1), 100-115 (DOI:10.1007/s00044-010-9501-4)"	27	1	27	Manual data extraction	Data standardisation and curation	CHEMBL3046549
"J Agric Food Chem (2013), 61(3), 517-522 (PMID:23305601)"	16	13	54	Manual data extraction	Data standardisation and curation	CHEMBL3046550
"J Agric Food Chem (2012), 60(1), 322-330 (PMID:22122797)"	39	6	64	Manual data extraction	Data standardisation and curation	CHEMBL3046551
"J Agric Food Chem (2010), 58(5), 2730-2735 (PMID:20000408)"	29	3	87	Manual data extraction	Data standardisation and curation	CHEMBL3046552
"Med Chem Res (2011), 20(9), 1581-1588 (DOI:10.1007/s00044-010-9422-2)"	2	21	42	Manual data extraction	Data standardisation and curation	CHEMBL3046553
"Pest Manag Sci (2013), 69(5), 607-619 (PMID:23112103)"	29	8	86	Manual data extraction	Data standardisation and curation	CHEMBL3046554
"Med Chem Res (2004), 13(5), 297-311 (DOI:10.1007/s00044-004-0035-5)"	11	17	95	Manual data extraction	Data standardisation and curation	CHEMBL3046555
"Med Chem Res (2013), 22(4), 1893-1908 (DOI:10.1007/s00044-012-0190-z)"	47	14	323	Manual data extraction	Data standardisation and curation	CHEMBL3046556
"Med Chem Res (2013), 22(12), 5654-5669 (DOI:10.1007/s00044-013-0556-x)"	1	57	171	Manual data extraction	Data standardisation and curation	CHEMBL3046557
"Med Chem Res (2012), 21(12), 4069-4073 (DOI:10.1007/s00044-011-9957-x)"	1	21	21	Manual data extraction	Data standardisation and curation	CHEMBL3046558
"Crop Protection (2012), 35(), 118-126 (DOI:10.1016/j.cropro.2011.08.001)"	6	153	875	Manual data extraction	Data standardisation and curation	CHEMBL3046559
"Med Chem Res (2013), 22(10), 4877-4885 (DOI:10.1007/s00044-013-0497-4)"	5	6	30	Manual data extraction	Data standardisation and curation	CHEMBL3046560
"J Agric Food Chem (2002), 50(6), 1447-1450 (PMID:11879018)"	4	78	167	Manual data extraction	Data standardisation and curation	CHEMBL3046561
"J Pesticide Sci (1995), 20(1), 49-56 (DOI:10.1584/jpestics.20.49)"	22	17	79	Manual data extraction	Data standardisation and curation	CHEMBL3046562
"Med Chem Res (2011), 20(8), 1325-1330 (DOI:10.1007/s00044-010-9477-0)"	9	10	22	Manual data extraction	Data standardisation and curation	CHEMBL3046563
"J Agric Food Chem (2004), 52(4), 776-780 (PMID:14969530)"	3	22	24	Manual data extraction	Data standardisation and curation	CHEMBL3046564
"Biosci. Biotechnol. Biochem. (2000), 64(9), 1998-2000 (PMID:11055412)"	23	12	276	Manual data extraction	Data standardisation and curation	CHEMBL3046565
"Med Chem Res (2011), 20(3), 274-279 (DOI:10.1007/s00044-010-9324-3)"	18	20	27	Manual data extraction	Data standardisation and curation	CHEMBL3046566
"Med Chem Res (2012), 21(7), 1524-1532 (DOI:10.1007/s00044-011-9654-9)"	3	25	27	Manual data extraction	Data standardisation and curation	CHEMBL3046567
"Med Chem Res (2012), 21(9), 2603-2614 (DOI:10.1007/s00044-011-9785-z)"	30	18	784	Manual data extraction	Data standardisation and curation	CHEMBL3046568
"Med Chem Res (2011), 20(8), 1247-1259 (DOI:10.1007/s00044-010-9467-2)"	49	2	104	Manual data extraction	Data standardisation and curation	CHEMBL3046569
"Med Chem Res (2010), 19(8), 970-983 (DOI:10.1007/s00044-009-9243-3)"	5	7	11	Manual data extraction	Data standardisation and curation	CHEMBL3046570
"J Pesticide Sci (2006), 31(4), 409-416 (DOI:10.1584/jpestics.G06-15)"	90	1	90	Manual data extraction	Data standardisation and curation	CHEMBL3046571
"Med Chem Res (2013), 22(2), 869-878 (DOI:10.1007/s00044-012-0080-4)"	16	5	71	Manual data extraction	Data standardisation and curation	CHEMBL3046572
"Crop Protection (2012), 42(), 256-259 (DOI:10.1016/j.cropro.2012.07.018)"	10	15	57	Manual data extraction	Data standardisation and curation	CHEMBL3046573
"Biosci. Biotechnol. Biochem. (1992), 56(9), 1467-1469 (DOI:10.1271/bbb.56.1467)"	33	4	70	Manual data extraction	Data standardisation and curation	CHEMBL3046574
"Med Chem Res (2012), 21(7), 1290-1296 (DOI:10.1007/s00044-011-9640-2)"	19	3	21	Manual data extraction	Data standardisation and curation	CHEMBL3046575
"Med Chem Res (2012), 21(4), 487-510 (DOI:10.1007/s00044-011-9557-9)"	58	2	115	Manual data extraction	Data standardisation and curation	CHEMBL3046576
"Tetrahedron (1995), 51(5), 1387-1394 (DOI:10.1016/0040-4020(94)01027-W)"	2	3	6	Manual data extraction	Data standardisation and curation	CHEMBL3046577
"J Agric Food Chem (2005), 53(5), 1604-1611 (PMID:15740047)"	34	1	34	Manual data extraction	Data standardisation and curation	CHEMBL3046578
"Med Chem Res (2013), 22(1), 147-155 (DOI:10.1007/s00044-012-9994-0)"	17	8	43	Manual data extraction	Data standardisation and curation	CHEMBL3046579
"J Pesticide Sci (1990), 15(3), 357-362 (DOI:10.1584/jpestics.15.357)"	17	11	142	Manual data extraction	Data standardisation and curation	CHEMBL3046580
"Med Chem Res (2013), 22(8), 3857-3862 (DOI:10.1007/s00044-012-0398-y)"	12	4	29	Manual data extraction	Data standardisation and curation	CHEMBL3046581
"Biochem Syst Ecol (1997), 25(6), 513-519 (DOI:10.1016/S0305-1978(97)00035-5)"	56	6	99	Manual data extraction	Data standardisation and curation	CHEMBL3046582
"J Agric Food Chem (2012), 60(6), 1470-1479 (PMID:22304385)"	26	22	426	Manual data extraction	Data standardisation and curation	CHEMBL3046583
"Med Chem Res (2012), 21(11), 3730-3740 (DOI:10.1007/s00044-011-9896-6)"	10	3	60	Manual data extraction	Data standardisation and curation	CHEMBL3046584
"Med Chem Res (2012), 21(9), 2217-2222 (DOI:10.1007/s00044-011-9750-x)"	2	14	28	Manual data extraction	Data standardisation and curation	CHEMBL3046585
"Crop Protection (2011), 30(9), 1190-1195 (DOI:10.1016/j.cropro.2011.05.004)"	2	20	32	Manual data extraction	Data standardisation and curation	CHEMBL3046586
"Crop Protection (2013), 46(), 13-17 (DOI:10.1016/j.cropro.2012.12.009)"	10	47	137	Manual data extraction	Data standardisation and curation	CHEMBL3046587
"Med Chem Res (2007), 16(2), 49-77 (DOI:10.1007/s00044-007-9001-3)"	18	13	541	Manual data extraction	Data standardisation and curation	CHEMBL3046588
"J Pesticide Sci (2000), 25(3), 240-246 (DOI:10.1584/jpestics.25.240)"	32	16	118	Manual data extraction	Data standardisation and curation	CHEMBL3046589
"Med Chem Res (2012), 21(2), 192-201 (DOI:10.1007/s00044-010-9508-x)"	14	32	246	Manual data extraction	Data standardisation and curation	CHEMBL3046590
"Med Chem Res (2012), 21(12), 4485-4498 (DOI:10.1007/s00044-012-9992-2)"	14	21	134	Manual data extraction	Data standardisation and curation	CHEMBL3046591
"J Agric Food Chem (2005), 53(6), 2181-2184 (PMID:15769154)"	12	12	102	Manual data extraction	Data standardisation and curation	CHEMBL3046592
"Med Chem Res (2007), 16(4), 170-178 (DOI:10.1007/s00044-007-9021-z)"	12	3	36	Manual data extraction	Data standardisation and curation	CHEMBL3046593
"Med Chem Res (2013), 22(1), 323-329 (DOI:10.1007/s00044-012-0032-z)"	8	50	82	Manual data extraction	Data standardisation and curation	CHEMBL3046594
"Med Chem Res (2009), 18(7), 495-510 (DOI:10.1007/s00044-008-9144-x)"	9	12	103	Manual data extraction	Data standardisation and curation	CHEMBL3046595
"Med Chem Res (2012), 21(7), 1056-1061 (DOI:10.1007/s00044-011-9619-z)"	7	11	46	Manual data extraction	Data standardisation and curation	CHEMBL3046596
"Chem. Res. Toxicol. (2001), 14(12), 1563-1572 (PMID:11743738)"	10	4	32	Manual data extraction	Data standardisation and curation	CHEMBL3046597
"Med Chem Res (2012), 21(12), 4193-4199 (DOI:10.1007/s00044-011-9963-z)"	7	6	37	Manual data extraction	Data standardisation and curation	CHEMBL3046598
"Med Chem Res (2012), 21(8), 1544-1549 (DOI:10.1007/s00044-011-9659-4)"	10	4	39	Manual data extraction	Data standardisation and curation	CHEMBL3046599
"Med Chem Res (2013), 22(3), 1287-1304 (DOI:10.1007/s00044-012-0090-2)"	28	2	32	Manual data extraction	Data standardisation and curation	CHEMBL3046600
"J Agric Food Chem (2006), 54(20), 7724-7728 (PMID:17002445)"	13	14	43	Manual data extraction	Data standardisation and curation	CHEMBL3046601
"Eur. J. Med. Chem. (2011), 46(1), 11-20 (PMID:21093112)"	26	3	78	Manual data extraction	Data standardisation and curation	CHEMBL3046602
"Med Chem Res (2012), 21(3), 345-350 (DOI:10.1007/s00044-010-9528-6)"	9	14	102	Manual data extraction	Data standardisation and curation	CHEMBL3046603
"J Agric Food Chem (2003), 51(2), 362-368 (PMID:12517096)"	28	13	278	Manual data extraction	Data standardisation and curation	CHEMBL3046604
"Crop Protection (2013), 44(), 29-37 (DOI:10.1016/j.cropro.2012.10.012)"	2	17	17	Manual data extraction	Data standardisation and curation	CHEMBL3046605
"Molecules (2011), 16(11), 9129-9141 (PMID:22045041)"	11	10	62	Manual data extraction	Data standardisation and curation	CHEMBL3046606
"J Pesticide Sci (2004), 29(2), 96-104 (DOI:10.1584/jpestics.29.96)"	39	52	1045	Manual data extraction	Data standardisation and curation	CHEMBL3046607
"Med Chem Res (2012), 21(11), 3549-3556 (DOI:10.1007/s00044-011-9890-z)"	4	9	25	Manual data extraction	Data standardisation and curation	CHEMBL3046608
"J Agric Food Chem (2001), 49(5), 2298-2301 (PMID:11368592)"	8	106	226	Manual data extraction	Data standardisation and curation	CHEMBL3046609
"J Pesticide Sci (1997), 22(4), 331-337 (DOI:10.1584/jpestics.22.331)"	8	13	94	Manual data extraction	Data standardisation and curation	CHEMBL3046610
"Med Chem Res (2013), 22(1), 16-21 (DOI:10.1007/s00044-012-9998-9)"	7	2	8	Manual data extraction	Data standardisation and curation	CHEMBL3046611
"J Agric Food Chem (2010), 58(5), 2741-2745 (PMID:20000775)"	17	2	34	Manual data extraction	Data standardisation and curation	CHEMBL3046612
"J Agric Food Chem (2010), 58(5), 2703-2709 (PMID:20000413)"	22	15	176	Manual data extraction	Data standardisation and curation	CHEMBL3046613
"Pest Manag Sci (2012), 68(7), 1034-1040 (PMID:22411894)"	7	25	83	Manual data extraction	Data standardisation and curation	CHEMBL3046614
"J Agric Food Chem (2011), 59(17), 9080-9093 (PMID:21780738)"	21	40	651	Manual data extraction	Data standardisation and curation	CHEMBL3046615
"J Agric Food Chem (2011), 59(9), 4836-4850 (PMID:21452899)"	45	24	218	Manual data extraction	Data standardisation and curation	CHEMBL3046616
